QKEY,COVIDMISINFO_W63.5,COVIDCREATE_W63.5,F_PARTYSUM_FINAL,F_IDEO,F_AGECAT,F_EDUCCAT,WEIGHT_W63.5
201901004693.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,30-49,H.S. graduate or less,4.083901772692097
201901004823.0,A lot,Doesn’t really exist,Rep/Lean Rep,Moderate,30-49,H.S. graduate or less,1.9071756137961084
201901004891.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,18-29,Some College,1.6817649845359712
201901005198.0,A lot,Came about naturally,Dem/Lean Dem,Very liberal,18-29,H.S. graduate or less,0.4144634515291392
201901005279.0,Some,Not sure,Dem/Lean Dem,Refused,18-29,Some College,0.6749276130690095
201901005490.0,Some,Came about naturally,Dem/Lean Dem,Conservative,65+,College graduate+,0.07844521463098372
201901005552.0,None at all,Not sure,Dem/Lean Dem,Moderate,50-64,College graduate+,0.07844521463098372
201901005809.0,Some,Came about naturally,DK/Refused/No lean,Refused,18-29,H.S. graduate or less,1.6503492294350293
201901005849.0,Not much,Not sure,Dem/Lean Dem,Moderate,30-49,College graduate+,0.39062897288907084
201901005872.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Liberal,30-49,College graduate+,0.11756340683767151
201901005918.0,Not much,Not sure,Dem/Lean Dem,Liberal,65+,College graduate+,0.13320641011350845
201901005931.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.38425072821046863
201901005934.0,A lot,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,18-29,H.S. graduate or less,7.487621221765812
201901006018.0,A lot,Came about naturally,Rep/Lean Rep,Moderate,65+,College graduate+,0.07844521463098372
201901006029.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,Some College,0.1382377987703017
201901006312.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.35197732269888105
201901006328.0,Some,Came about naturally,Rep/Lean Rep,Conservative,30-49,H.S. graduate or less,1.5189930482994054
201901006401.0,A lot,Doesn’t really exist,Dem/Lean Dem,Moderate,30-49,College graduate+,0.20735550891125912
201901006473.0,Not much,Not sure,Rep/Lean Rep,Moderate,Refused,College graduate+,0.37387306639486584
201901006736.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,18-29,Some College,0.6520340586947067
201901006894.0,None at all,Came about naturally,Rep/Lean Rep,Conservative,50-64,H.S. graduate or less,1.250327032773072
201901006918.0,A lot,Came about naturally,Dem/Lean Dem,Moderate,65+,H.S. graduate or less,0.3042318576814316
201901007033.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.07844521463098372
201901007050.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,H.S. graduate or less,0.347584774198609
201901007117.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,18-29,H.S. graduate or less,0.9016719540472682
201901007254.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,50-64,Some College,0.7331849687594578
201901007349.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Very liberal,18-29,Some College,0.6885571380075105
201901007408.0,Not much,Not sure,Dem/Lean Dem,Moderate,30-49,College graduate+,0.37898121582277267
201901007546.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,Some College,0.3284083778812437
201901007563.0,A lot,Was made accidentally in a lab,DK/Refused/No lean,Refused,30-49,H.S. graduate or less,3.9750660157214903
201901007670.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,Some College,0.16811508404149994
201901007677.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,65+,Some College,0.6511919723396128
201901007813.0,Some,Not sure,Dem/Lean Dem,Conservative,50-64,Some College,0.9422763425358593
201901007835.0,A lot,Not sure,Rep/Lean Rep,Conservative,30-49,Some College,1.350923695467335
201901007870.0,None at all,Came about naturally,Rep/Lean Rep,Conservative,30-49,H.S. graduate or less,0.4961696853642153
201901007976.0,A lot,Not sure,DK/Refused/No lean,Moderate,30-49,College graduate+,0.20787078326089456
201901008110.0,Some,Came about naturally,Rep/Lean Rep,Conservative,30-49,College graduate+,0.23269649977200246
201901008163.0,Not much,Not sure,Rep/Lean Rep,Conservative,30-49,Some College,0.1693878204082206
201901008493.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,Some College,0.1873512221230252
201901008627.0,A lot,Not sure,Dem/Lean Dem,Moderate,30-49,Some College,0.2622027275847303
201901008671.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,College graduate+,0.2860259414737143
201901008826.0,Not much,Not sure,Rep/Lean Rep,Moderate,65+,H.S. graduate or less,0.3436538320187199
201901008847.0,Refused,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.07844521463098372
201901008862.0,Some,Came about naturally,Rep/Lean Rep,Conservative,30-49,Some College,0.899329183097733
201901008884.0,Not much,Refused,DK/Refused/No lean,Very conservative,30-49,H.S. graduate or less,0.4108057674608656
201901009232.0,A lot,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,18-29,H.S. graduate or less,4.685116029546516
201901009247.0,Not much,Not sure,Rep/Lean Rep,Conservative,65+,Some College,0.13269888702174093
201901009292.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,50-64,Some College,0.2903792279929574
201901009747.0,Some,Came about naturally,Dem/Lean Dem,Moderate,18-29,College graduate+,0.5654941130586154
201901009817.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,30-49,College graduate+,0.07844521463098372
201901009959.0,Not much,Came about naturally,DK/Refused/No lean,Refused,30-49,Some College,0.34468848429119775
201901009975.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,30-49,Some College,0.17642171597615297
201901010038.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.11725914174690268
201901010139.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,50-64,College graduate+,0.07844521463098372
201901010321.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,30-49,H.S. graduate or less,5.781851414082055
201901010326.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Conservative,30-49,College graduate+,0.7005180264091637
201901010421.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Conservative,18-29,H.S. graduate or less,5.849966964485248
201901010453.0,Some,Was developed intentionally in a lab,DK/Refused/No lean,Moderate,50-64,College graduate+,0.5381324750011228
201901010499.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,H.S. graduate or less,1.3714688021492238
201901010521.0,None at all,Came about naturally,Rep/Lean Rep,Liberal,50-64,College graduate+,0.07844521463098372
201901010716.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Very liberal,30-49,Some College,0.290510984701991
201901010736.0,Not much,Not sure,Dem/Lean Dem,Conservative,30-49,H.S. graduate or less,1.5752643601291458
201901010798.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.3965674287662943
201901010841.0,Some,Came about naturally,Dem/Lean Dem,Moderate,50-64,Some College,0.36302352760043377
201901010939.0,A lot,Came about naturally,Dem/Lean Dem,Moderate,50-64,Some College,0.44623496068747104
201901011041.0,Some,Was made accidentally in a lab,Dem/Lean Dem,Moderate,30-49,Some College,1.728462024160499
201901011052.0,Not much,Not sure,DK/Refused/No lean,Refused,30-49,Some College,0.128952875624234
201901011086.0,A lot,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,Refused,H.S. graduate or less,2.294524574194545
201901011110.0,Not much,Refused,Dem/Lean Dem,Moderate,50-64,College graduate+,0.07844521463098372
201901011114.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,65+,College graduate+,0.07844521463098372
201901011146.0,A lot,Not sure,DK/Refused/No lean,Moderate,30-49,Some College,0.7492410930574983
201901011176.0,Some,Came about naturally,Rep/Lean Rep,Conservative,30-49,College graduate+,0.5029142342865451
201901011459.0,A lot,Was developed intentionally in a lab,Dem/Lean Dem,Very conservative,18-29,H.S. graduate or less,1.1044104762965912
201901011500.0,Not much,Not sure,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.1680970014310284
201901011753.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,18-29,Some College,1.160209810998804
201901011814.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,18-29,Some College,0.47758816337923093
201901011927.0,A lot,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,18-29,Some College,0.7638333021949572
201901011993.0,Some,Came about naturally,Rep/Lean Rep,Conservative,30-49,College graduate+,0.30276018009528427
201901012037.0,None at all,Came about naturally,Rep/Lean Rep,Conservative,65+,Some College,0.14463093700629737
201901012113.0,None at all,Not sure,Dem/Lean Dem,Refused,50-64,H.S. graduate or less,3.325016717286068
201901012124.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,Some College,1.6711014483255349
201901012126.0,Not much,Not sure,Rep/Lean Rep,Moderate,30-49,Some College,0.290510984701991
201901012154.0,A lot,Was made accidentally in a lab,Rep/Lean Rep,Moderate,18-29,Some College,0.9480874164661701
201901012255.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.1447278947818376
201901012331.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,Some College,0.5482526716149465
201901012486.0,A lot,Came about naturally,Dem/Lean Dem,Liberal,30-49,Some College,0.19741372956207312
201901012658.0,A lot,Not sure,Dem/Lean Dem,Moderate,18-29,H.S. graduate or less,0.9426859697377887
201901012770.0,Some,Came about naturally,Dem/Lean Dem,Liberal,18-29,College graduate+,0.6285001012886684
201901012789.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,18-29,College graduate+,0.5717875334641835
201901012811.0,A lot,Came about naturally,Dem/Lean Dem,Very liberal,18-29,Some College,0.32478332458799836
201901012839.0,A lot,Came about naturally,Dem/Lean Dem,Conservative,30-49,H.S. graduate or less,3.0079675518150584
201901012954.0,A lot,Came about naturally,Rep/Lean Rep,Moderate,50-64,College graduate+,0.1827086443399157
201901013098.0,Not much,Refused,Rep/Lean Rep,Moderate,18-29,H.S. graduate or less,0.6360525076313598
201901013176.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,30-49,H.S. graduate or less,0.35755148150177296
201901013372.0,Some,Not sure,Rep/Lean Rep,Conservative,50-64,College graduate+,0.4276933079141186
201901013515.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,H.S. graduate or less,2.8135512473496336
201901013535.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,Some College,0.16194617683160029
201901013561.0,A lot,Was made accidentally in a lab,Rep/Lean Rep,Very conservative,65+,Some College,0.07844521463098372
201901013661.0,A lot,Not sure,Dem/Lean Dem,Liberal,30-49,College graduate+,0.6285001012886684
201901013690.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,30-49,Some College,0.2622027275847303
201901013991.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.5311461985990903
201901014084.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.11369790884429856
201901014094.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,50-64,Some College,1.165139667825162
201901014101.0,None at all,Was made accidentally in a lab,Dem/Lean Dem,Moderate,50-64,Some College,0.07844521463098372
201901014263.0,A lot,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,30-49,College graduate+,0.07844521463098372
201901014281.0,Some,Was developed intentionally in a lab,DK/Refused/No lean,Refused,30-49,H.S. graduate or less,0.25970943418605763
201901014284.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.1687096677347682
201901014300.0,Some,Came about naturally,Dem/Lean Dem,Moderate,18-29,College graduate+,0.205754776328963
201901014589.0,Some,Came about naturally,Rep/Lean Rep,Conservative,30-49,College graduate+,0.22129201155428832
201901014612.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,50-64,College graduate+,0.07844521463098372
201901014645.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,65+,Some College,0.13269888702174093
201901014653.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,Some College,0.4639614383830562
201901014703.0,None at all,Was developed intentionally in a lab,Dem/Lean Dem,Refused,Refused,Some College,0.29206842975795255
201901014754.0,None at all,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,50-64,H.S. graduate or less,0.9365962317869746
201901014821.0,None at all,Was made accidentally in a lab,Rep/Lean Rep,Moderate,30-49,College graduate+,0.648824775047077
201901015009.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,30-49,H.S. graduate or less,0.40433002663800593
201901015090.0,Not much,Not sure,Dem/Lean Dem,Very conservative,30-49,Some College,0.2622027275847303
201901015217.0,A lot,Not sure,Dem/Lean Dem,Moderate,30-49,College graduate+,0.8402011205147878
201901015270.0,Not much,Not sure,Dem/Lean Dem,Very liberal,Refused,Some College,0.29006794466380287
201901015414.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,50-64,College graduate+,0.17417181620913005
201901016510.0,None at all,Came about naturally,Rep/Lean Rep,Moderate,65+,Some College,0.9172670648765758
201901016518.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.30446087487465623
201901016561.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,H.S. graduate or less,3.701550962307408
201901016595.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Conservative,18-29,Some College,3.2222082365566167
201901016597.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.32727486259458716
201901016611.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,50-64,Some College,0.24165006452041582
201901016626.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.35202299616376354
201901016657.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.32127104808653617
201901016693.0,Some,Came about naturally,Rep/Lean Rep,Moderate,18-29,College graduate+,1.9016009562172973
201901016725.0,None at all,Came about naturally,Rep/Lean Rep,Conservative,50-64,College graduate+,1.1720302000931735
201901016788.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.20313757190989004
201901016875.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,18-29,College graduate+,0.5946546370891477
201901016889.0,A lot,Not sure,Dem/Lean Dem,Liberal,50-64,College graduate+,0.17178106716720398
201901016897.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.3604661726981481
201901016919.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.40224114742049477
201901016930.0,Some,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.4498898237124893
201901016949.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Refused,50-64,Some College,0.5084981649505775
201901016957.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,65+,H.S. graduate or less,1.068058543525633
201901016995.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.3604661726981481
201901017015.0,A lot,Not sure,Rep/Lean Rep,Very conservative,50-64,H.S. graduate or less,0.7226572496182709
201901017032.0,None at all,Came about naturally,Rep/Lean Rep,Very conservative,65+,H.S. graduate or less,2.926795385556735
201901017071.0,None at all,Not sure,Dem/Lean Dem,Moderate,30-49,Some College,0.671038166411937
201901017090.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,1.0265237122495123
201901017128.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,65+,College graduate+,0.49712288330504906
201901017130.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.2228900847276511
201901017140.0,None at all,Not sure,Dem/Lean Dem,Liberal,50-64,H.S. graduate or less,7.487621221765812
201901017144.0,Some,Came about naturally,Dem/Lean Dem,Liberal,30-49,Some College,0.9562648854433735
